chembl_id,molregno,iupac_name,smiles,molecular_weight,aLogP,hba,hbd,psa,rtb,ro3_pass,num_ro5_violations,cx_logp,cx_logd,molecular_species,qed_weighted,np_likeness_score,ic50_value,ic50_units,standard_relation,target_name,target_type,cell_description,disease_name,disease_category,mechanism_of_action,action_type,warning_type,warning_description,IUPACName
CHEMBL3121871,1621196,,COc1ccc(CNC(=O)/C=C/c2c[nH]c3ccccc23)cc1OC,336.39,3.51,3,2,63.35,6,N,0,3.06,3.06,NEUTRAL,0.68,-0.4,100000,nM,>,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-N-[(3,4-dimethoxyphenyl)methyl]-3-(1H-indol-3-yl)prop-2-enamide"
CHEMBL3125945,1622555,,CCOC(=O)C1=C(N)Oc2cc(O)ccc2C1c1ccc(OC)c(OC)c1,371.39,2.67,7,2,100.24,5,N,0,2.93,2.92,NEUTRAL,0.78,-0.04,100000,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"ethyl 2-amino-4-(3,4-dimethoxyphenyl)-7-hydroxy-4H-chromene-3-carboxylate"
CHEMBL3126055,1622666,,CC(C)(C)c1ccccc1N1CCN(CC(O)COCCOc2ccc(F)cc2F)CC1,448.55,3.84,5,1,45.17,9,N,0,4.73,4.17,NEUTRAL,0.59,-1.46,19960,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"1-[4-(2-tert-butylphenyl)piperazin-1-yl]-3-[2-(2,4-difluorophenoxy)ethoxy]propan-2-ol"
CHEMBL3126056,1622667,,CC(C)(C)c1ccccc1N1CCN(CC(O)COCCOc2ccc(Br)c(Cl)c2)CC1,525.92,4.98,5,1,45.17,9,N,1,5.81,5.25,NEUTRAL,0.47,-1.32,9850,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,1-[2-(4-bromo-3-chlorophenoxy)ethoxy]-3-[4-(2-tert-butylphenyl)piperazin-1-yl]propan-2-ol
CHEMBL3126057,1622668,,COc1ccccc1OCCOCC(O)CN1CCN(c2ccccc2C(C)(C)C)CC1,442.6,3.57,6,1,54.4,10,N,0,4.28,3.72,NEUTRAL,0.57,-0.96,1650,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,1-[4-(2-tert-butylphenyl)piperazin-1-yl]-3-[2-(2-methoxyphenoxy)ethoxy]propan-2-ol
CHEMBL3126058,1622669,,CCc1ccc(OCCOCC(O)CN2CCN(c3ccccc3C(C)(C)C)CC2)cc1,440.63,4.13,5,1,45.17,10,N,0,5.4,4.84,NEUTRAL,0.56,-1.14,3310,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,1-[4-(2-tert-butylphenyl)piperazin-1-yl]-3-[2-(4-ethylphenoxy)ethoxy]propan-2-ol
CHEMBL3126059,1622670,,Cc1ccccc1N1CCN(CC(O)COCCOc2ccc(Br)cc2)CC1,449.39,3.34,5,1,45.17,9,N,0,4.18,3.6,NEUTRAL,0.6,-1.4,11650,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,1-[2-(4-bromophenoxy)ethoxy]-3-[4-(2-methylphenyl)piperazin-1-yl]propan-2-ol
CHEMBL3126060,1622671,,CCc1ccccc1N1CCN(CC(O)COCCOc2ccc(Br)cc2)CC1,463.42,3.59,5,1,45.17,10,N,0,4.62,4.05,NEUTRAL,0.55,-1.31,17880,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,1-[2-(4-bromophenoxy)ethoxy]-3-[4-(2-ethylphenyl)piperazin-1-yl]propan-2-ol
CHEMBL3126061,1622672,,CC(C)c1ccccc1N1CCN(CC(O)COCCOc2ccc(Br)cc2)CC1,477.44,4.15,5,1,45.17,10,N,0,4.91,4.34,NEUTRAL,0.52,-1.16,27160,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,1-[2-(4-bromophenoxy)ethoxy]-3-[4-(2-propan-2-ylphenyl)piperazin-1-yl]propan-2-ol
CHEMBL3126062,1622673,,CC(C)(C)c1ccccc1N1CCN(CC(O)COCCOc2ccc(Br)cc2)CC1,491.47,4.33,5,1,45.17,9,N,0,5.21,4.65,NEUTRAL,0.53,-1.17,4160,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,1-[2-(4-bromophenoxy)ethoxy]-3-[4-(2-tert-butylphenyl)piperazin-1-yl]propan-2-ol
CHEMBL3126063,1622674,,OC(COCCOc1ccc(Br)cc1)CN1CCN(c2ccccc2N2CCCC2)CC1,504.47,3.63,6,1,48.41,10,N,1,4.18,3.62,NEUTRAL,0.5,-1.1,7580,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,1-[2-(4-bromophenoxy)ethoxy]-3-[4-(2-pyrrolidin-1-ylphenyl)piperazin-1-yl]propan-2-ol
CHEMBL3126064,1622675,,OC(COCCOc1ccc(Br)cc1)CN1CCN(c2ccccc2N2CCCCC2)CC1,518.5,4.02,6,1,48.41,10,N,1,4.62,4.07,NEUTRAL,0.48,-1.08,2910,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,1-[2-(4-bromophenoxy)ethoxy]-3-[4-(2-piperidin-1-ylphenyl)piperazin-1-yl]propan-2-ol
CHEMBL3126065,1622676,,CC(=O)Nc1ccccc1N1CCN(CC(O)COCCOc2ccc(Br)cc2)CC1,492.41,2.99,6,2,74.27,10,N,0,2.9,2.44,NEUTRAL,0.5,-1.5,22250,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,N-[2-[4-[3-[2-(4-bromophenoxy)ethoxy]-2-hydroxypropyl]piperazin-1-yl]phenyl]acetamide
CHEMBL3126066,1622677,,CS(=O)(=O)Nc1ccccc1N1CCN(CC(O)COCCOc2ccc(Br)cc2)CC1,528.47,2.4,7,2,91.34,11,N,1,2.04,1.54,NEUTRAL,0.43,-1.57,22830,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,N-[2-[4-[3-[2-(4-bromophenoxy)ethoxy]-2-hydroxypropyl]piperazin-1-yl]phenyl]methanesulfonamide
CHEMBL3126067,1622678,,OC(COCCOc1ccc(Br)cc1)CN1CCN(c2ccccc2OCc2ccccc2)CC1,541.49,4.61,6,1,54.4,12,N,1,5.23,4.84,NEUTRAL,0.34,-1.15,17870,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,1-[2-(4-bromophenoxy)ethoxy]-3-[4-(2-phenylmethoxyphenyl)piperazin-1-yl]propan-2-ol
CHEMBL3126068,1622679,,O=[N+]([O-])c1ccccc1N1CCN(CC(O)COCCOc2ccc(Br)cc2)CC1,480.36,2.94,7,1,88.31,10,N,0,3.6,3.35,NEUTRAL,0.32,-1.55,23260,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,1-[2-(4-bromophenoxy)ethoxy]-3-[4-(2-nitrophenyl)piperazin-1-yl]propan-2-ol
CHEMBL3126069,1622680,,N#Cc1ccccc1N1CCN(CC(O)COCCOc2ccc(Br)cc2)CC1,460.37,2.9,6,1,68.96,9,N,0,3.52,3.18,NEUTRAL,0.58,-1.52,29150,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,2-[4-[3-[2-(4-bromophenoxy)ethoxy]-2-hydroxypropyl]piperazin-1-yl]benzonitrile
CHEMBL3126070,1622681,,Oc1ccccc1N1CCN(CC(O)COCCOc2ccc(Br)cc2)CC1,451.36,2.73,6,2,65.4,9,N,0,3.36,2.96,NEUTRAL,0.57,-1.16,27970,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,2-[4-[3-[2-(4-bromophenoxy)ethoxy]-2-hydroxypropyl]piperazin-1-yl]phenol
CHEMBL3126071,1622682,,Nc1ccccc1N1CCN(CC(O)COCCOc2ccc(Br)cc2)CC1,450.38,2.61,6,2,71.19,9,N,0,2.83,2.27,NEUTRAL,0.45,-1.21,23760,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,1-[4-(2-aminophenyl)piperazin-1-yl]-3-[2-(4-bromophenoxy)ethoxy]propan-2-ol
CHEMBL3126072,1622683,,CN(C)c1ccccc1N1CCN(CC(O)COCCOc2ccc(Br)cc2)CC1,478.43,3.09,6,1,48.41,10,N,0,3.77,3.21,NEUTRAL,0.53,-1.31,11900,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,1-[2-(4-bromophenoxy)ethoxy]-3-[4-[2-(dimethylamino)phenyl]piperazin-1-yl]propan-2-ol
CHEMBL3126073,1622684,,CN(C(=O)C(C)(C)C)c1ccccc1N1CCN(CC(O)COCCOc2ccc(Br)cc2)CC1,548.52,4.04,6,1,65.48,10,N,1,4.57,4.11,NEUTRAL,0.45,-1.23,25010,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"N-[2-[4-[3-[2-(4-bromophenoxy)ethoxy]-2-hydroxypropyl]piperazin-1-yl]phenyl]-N,2,2-trimethylpropanamide"
CHEMBL3126074,1622685,,COC(COCCOc1ccc(Br)cc1)CN1CCN(c2ccccc2C(C)(C)C)CC1,505.5,4.98,5,0,34.17,10,N,1,5.85,5.22,NEUTRAL,0.43,-0.85,21190,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,1-[3-[2-(4-bromophenoxy)ethoxy]-2-methoxypropyl]-4-(2-tert-butylphenyl)piperazine
CHEMBL3126075,1622686,,CC(C)(C)c1ccccc1N1CCN(CCCOCCOc2ccc(Br)cc2)CC1,475.47,5.35,4,0,24.94,9,N,1,5.9,5.02,NEUTRAL,0.46,-1.31,57480,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,1-[3-[2-(4-bromophenoxy)ethoxy]propyl]-4-(2-tert-butylphenyl)piperazine
CHEMBL3126076,1622687,,CC(C)(C)c1ccccc1N1CCN(CC(O)COCCOc2ccc(Cl)cc2)CC1,447.02,4.22,5,1,45.17,9,N,0,5.04,4.48,NEUTRAL,0.58,-1.26,2130,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,1-[4-(2-tert-butylphenyl)piperazin-1-yl]-3-[2-(4-chlorophenoxy)ethoxy]propan-2-ol
CHEMBL3126077,1622688,,CC(C)(C)c1ccccc1N1CCN(CC(O)COCCOc2cccc(Cl)c2)CC1,447.02,4.22,5,1,45.17,9,N,0,5.04,4.48,NEUTRAL,0.58,-1.38,3060,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,1-[4-(2-tert-butylphenyl)piperazin-1-yl]-3-[2-(3-chlorophenoxy)ethoxy]propan-2-ol
CHEMBL3126078,1622689,,CC(C)(C)c1ccccc1N1CCN(CC(O)COCCOc2ccccc2Br)CC1,491.47,4.33,5,1,45.17,9,N,0,5.21,4.65,NEUTRAL,0.53,-1.11,6980,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,1-[2-(2-bromophenoxy)ethoxy]-3-[4-(2-tert-butylphenyl)piperazin-1-yl]propan-2-ol
CHEMBL3126079,1622690,,Cc1ccc(OCCOCC(O)CN2CCN(c3ccccc3C(C)(C)C)CC2)cc1,426.6,3.87,5,1,45.17,9,N,0,4.95,4.39,NEUTRAL,0.62,-1.17,3140,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,1-[4-(2-tert-butylphenyl)piperazin-1-yl]-3-[2-(4-methylphenoxy)ethoxy]propan-2-ol
CHEMBL3126080,1622691,,COc1cccc(OCCOCC(O)CN2CCN(c3ccccc3C(C)(C)C)CC2)c1,442.6,3.57,6,1,54.4,10,N,0,4.28,3.72,NEUTRAL,0.57,-1.08,2030,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,1-[4-(2-tert-butylphenyl)piperazin-1-yl]-3-[2-(3-methoxyphenoxy)ethoxy]propan-2-ol
CHEMBL3126081,1622692,,COc1ccc(OCCOCC(O)CN2CCN(c3ccccc3C(C)(C)C)CC2)cc1,442.6,3.57,6,1,54.4,10,N,0,4.28,3.72,NEUTRAL,0.57,-1.03,830,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,1-[4-(2-tert-butylphenyl)piperazin-1-yl]-3-[2-(4-methoxyphenoxy)ethoxy]propan-2-ol
CHEMBL3126082,1622693,,CCCc1ccc(OCCOCC(O)CN2CCN(c3ccccc3C(C)(C)C)CC2)cc1,454.66,4.52,5,1,45.17,11,N,0,5.84,5.28,NEUTRAL,0.51,-1.02,2730,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,1-[4-(2-tert-butylphenyl)piperazin-1-yl]-3-[2-(4-propylphenoxy)ethoxy]propan-2-ol
CHEMBL3126083,1622694,,CC(C)(C)c1ccccc1N1CCN(CC(O)COCCOc2ccc(F)cc2)CC1,430.56,3.7,5,1,45.17,9,N,0,4.58,4.02,NEUTRAL,0.61,-1.33,21670,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,1-[4-(2-tert-butylphenyl)piperazin-1-yl]-3-[2-(4-fluorophenoxy)ethoxy]propan-2-ol
CHEMBL3126084,1622695,,CC(C)(C)c1ccccc1N1CCN(CC(O)COCCOc2ccc(OC(F)(F)F)cc2)CC1,496.57,4.46,6,1,54.4,10,N,0,5.87,5.31,NEUTRAL,0.49,-1.17,20220,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,1-[4-(2-tert-butylphenyl)piperazin-1-yl]-3-[2-[4-(trifluoromethoxy)phenoxy]ethoxy]propan-2-ol
CHEMBL3126085,1622696,,CC(C)(C)c1ccccc1N1CCN(CC(O)COCCOc2cccc([N+](=O)[O-])c2)CC1,457.57,3.47,7,1,88.31,10,N,0,4.38,3.82,NEUTRAL,0.33,-1.44,27020,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,1-[4-(2-tert-butylphenyl)piperazin-1-yl]-3-[2-(3-nitrophenoxy)ethoxy]propan-2-ol
CHEMBL3126826,1623445,,O=C1C=CCC(COc2ccccc2)O1,204.22,1.94,3,0,35.53,3,Y,0,2.53,2.53,NEUTRAL,0.71,1.23,22.5,ug.mL-1,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"2-(phenoxymethyl)-2,3-dihydropyran-6-one"
CHEMBL3126827,1623446,,C=CCCC1CC=CC(=O)O1,152.19,1.82,2,0,26.3,3,Y,0,2.35,2.35,NEUTRAL,0.46,2.92,100,ug.mL-1,>,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"2-but-3-enyl-2,3-dihydropyran-6-one"
CHEMBL3126828,1623447,,C=CCOCC1CC=CC(=O)O1,168.19,1.06,3,0,35.53,4,N,0,1.57,1.57,NEUTRAL,0.36,1.87,44.6,ug.mL-1,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"2-(prop-2-enoxymethyl)-2,3-dihydropyran-6-one"
CHEMBL3126829,1623448,,CCCCC[C@@H]1CC=CC(=O)O1,168.24,2.44,2,0,26.3,4,N,0,3.1,3.1,NEUTRAL,0.48,2.55,60,ug.mL-1,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2R)-2-pentyl-2,3-dihydropyran-6-one"
CHEMBL3126830,1623449,,CCC1CC=CC(=O)O1,126.16,1.27,2,0,26.3,1,Y,0,1.76,1.76,NEUTRAL,0.49,2.54,100,ug.mL-1,>,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"2-ethyl-2,3-dihydropyran-6-one"
CHEMBL3126956,1623576,,COc1cccc2[nH]c3c([C@H]4[C@H](C(C)(C)O)CC[C@@]4(O)CO)nccc3c12,370.45,2.71,5,4,98.6,4,N,0,1.14,1.13,NEUTRAL,0.57,1.37,1.8,ug.mL-1,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(1S,2R,3R)-1-(hydroxymethyl)-3-(2-hydroxypropan-2-yl)-2-(5-methoxy-9H-pyrido[3,4-b]indol-1-yl)cyclopentan-1-ol"
CHEMBL3127179,1623802,,O=C(/C=C/C[C@@H]1CC=CC(=O)O1)CCc1cccc(O)c1,286.33,2.71,4,1,63.6,6,N,0,3.64,3.63,NEUTRAL,0.64,2.41,5120,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2R)-2-[(E)-6-(3-hydroxyphenyl)-4-oxohex-2-enyl]-2,3-dihydropyran-6-one"
CHEMBL3127180,1623803,,O=C(/C=C/C[C@@H]1CC=CC(=O)O1)CCc1ccc2ccccc2c1,320.39,4.16,3,0,43.37,6,N,0,4.93,4.93,NEUTRAL,0.59,1.83,4720,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2R)-2-[(E)-6-naphthalen-2-yl-4-oxohex-2-enyl]-2,3-dihydropyran-6-one"
CHEMBL3127181,1623804,,O=C(/C=C/C[C@@H]1CC=CC(=O)O1)CCc1cccc(Oc2ccccc2)c1,362.43,4.8,4,0,52.6,8,N,0,5.44,5.44,NEUTRAL,0.5,1.46,4560,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2R)-2-[(E)-4-oxo-6-(3-phenoxyphenyl)hex-2-enyl]-2,3-dihydropyran-6-one"
CHEMBL3127182,1623805,,O=C(/C=C/C[C@@H]1CC=CC(=O)O1)CCc1ccco1,260.29,2.6,4,0,56.51,6,N,0,2.84,2.84,NEUTRAL,0.58,1.94,4372,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2R)-2-[(E)-6-(furan-2-yl)-4-oxohex-2-enyl]-2,3-dihydropyran-6-one"
CHEMBL3127183,1623806,,CCCCCCCCCCCCCCCCC/C=C/C(=O)/C=C/C[C@H]1CC=CC(=O)O1,430.67,8.19,3,0,43.37,20,N,1,9.92,9.92,NEUTRAL,0.11,1.57,3040,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2S)-2-[(2E,5E)-4-oxotricosa-2,5-dienyl]-2,3-dihydropyran-6-one"
CHEMBL3127184,1623807,,CCCCCCCCCCCCCCCC(=O)/C=C/C[C@H]1CC=CC(=O)O1,376.58,6.85,3,0,43.37,17,N,1,8.14,8.14,NEUTRAL,0.16,1.74,3792,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2S)-2-[(E)-4-oxononadec-2-enyl]-2,3-dihydropyran-6-one"
CHEMBL3127185,1623808,,CCCCCCCCCCCC(=O)/C=C/C[C@H]1CC=CC(=O)O1,320.47,5.29,3,0,43.37,13,N,1,6.36,6.36,NEUTRAL,0.26,2.05,4000,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2S)-2-[(E)-4-oxopentadec-2-enyl]-2,3-dihydropyran-6-one"
CHEMBL3127186,1623809,,CCCCCCCCCCCCCCCCCC(=O)/C=C/C[C@@H]1CC=CC(=O)O1,404.64,7.64,3,0,43.37,19,N,1,9.03,9.03,NEUTRAL,0.13,1.62,2320,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2R)-2-[(E)-4-oxohenicos-2-enyl]-2,3-dihydropyran-6-one"
CHEMBL3127187,1623810,,CCCCCCCCCCCCCCCCCCCC(=O)/C=C/C[C@@H]1CC=CC(=O)O1,432.69,8.42,3,0,43.37,21,N,1,9.92,9.92,NEUTRAL,0.1,1.52,5570,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2R)-2-[(E)-4-oxotricos-2-enyl]-2,3-dihydropyran-6-one"
CHEMBL3127188,1623811,,CCCCCCCC/C=C\CCCCCCCC(=O)/C=C/C[C@@H]1CC=CC(=O)O1,402.62,7.41,3,0,43.37,18,N,1,8.67,8.67,NEUTRAL,0.1,1.92,5120,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2R)-2-[(2E,12Z)-4-oxohenicosa-2,12-dienyl]-2,3-dihydropyran-6-one"
CHEMBL3127189,1623812,,CCCCCCCCCCCCCCCCC/C=C/C(=O)/C=C/C[C@@H]1CC=CC(=O)O1,430.67,8.19,3,0,43.37,20,N,1,9.92,9.92,NEUTRAL,0.11,1.57,3760,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2R)-2-[(2E,5E)-4-oxotricosa-2,5-dienyl]-2,3-dihydropyran-6-one"
CHEMBL3127190,1623813,,CCCCCCCCCCCCCCCC(=O)/C=C/C[C@@H]1CC=CC(=O)O1,376.58,6.85,3,0,43.37,17,N,1,8.14,8.14,NEUTRAL,0.16,1.74,3962,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2R)-2-[(E)-4-oxononadec-2-enyl]-2,3-dihydropyran-6-one"
CHEMBL3127191,1623814,,CCCCCCCCCCCC(=O)/C=C/C[C@@H]1CC=CC(=O)O1,320.47,5.29,3,0,43.37,13,N,1,6.36,6.36,NEUTRAL,0.26,2.05,4560,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2R)-2-[(E)-4-oxopentadec-2-enyl]-2,3-dihydropyran-6-one"
CHEMBL3127192,1623815,,O=C(/C=C/C[C@H]1CC=CC(=O)O1)CCc1ccc2c(c1)OCO2,314.34,2.74,5,0,61.83,6,N,0,3.56,3.56,NEUTRAL,0.6,2.05,3312,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2S)-2-[(E)-6-(1,3-benzodioxol-5-yl)-4-oxohex-2-enyl]-2,3-dihydropyran-6-one"
CHEMBL3127193,1623816,,O=C(/C=C/C[C@H]1CC=CC(=O)O1)CCc1c[nH]c2ccccc12,309.37,3.49,3,1,59.16,6,N,0,4.04,4.04,NEUTRAL,0.66,1.9,3910,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2S)-2-[(E)-6-(1H-indol-3-yl)-4-oxohex-2-enyl]-2,3-dihydropyran-6-one"
CHEMBL3127194,1623817,,O=C(/C=C/C[C@H]1CC=CC(=O)O1)CCc1cccc(O)c1,286.33,2.71,4,1,63.6,6,N,0,3.64,3.63,NEUTRAL,0.64,2.41,4320,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2S)-2-[(E)-6-(3-hydroxyphenyl)-4-oxohex-2-enyl]-2,3-dihydropyran-6-one"
CHEMBL3127195,1623818,,O=C(/C=C/C[C@H]1CC=CC(=O)O1)CCc1ccc2ccccc2c1,320.39,4.16,3,0,43.37,6,N,0,4.93,4.93,NEUTRAL,0.59,1.83,4480,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2S)-2-[(E)-6-naphthalen-2-yl-4-oxohex-2-enyl]-2,3-dihydropyran-6-one"
CHEMBL3127196,1623819,,O=C(/C=C/C[C@H]1CC=CC(=O)O1)CCc1cccc(Oc2ccccc2)c1,362.43,4.8,4,0,52.6,8,N,0,5.44,5.44,NEUTRAL,0.5,1.46,3360,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2S)-2-[(E)-4-oxo-6-(3-phenoxyphenyl)hex-2-enyl]-2,3-dihydropyran-6-one"
CHEMBL3127197,1623820,,O=C(/C=C/C[C@H]1CC=CC(=O)O1)CCc1ccco1,260.29,2.6,4,0,56.51,6,N,0,2.84,2.84,NEUTRAL,0.58,1.94,3520,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2S)-2-[(E)-6-(furan-2-yl)-4-oxohex-2-enyl]-2,3-dihydropyran-6-one"
CHEMBL3127198,1623821,,O=C(/C=C/C[C@@H]1CC=CC(=O)O1)CCc1ccc2c(c1)OCO2,314.34,2.74,5,0,61.83,6,N,0,3.56,3.56,NEUTRAL,0.6,2.05,6560,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2R)-2-[(E)-6-(1,3-benzodioxol-5-yl)-4-oxohex-2-enyl]-2,3-dihydropyran-6-one"
CHEMBL3127199,1623822,,O=C(/C=C/C[C@@H]1CC=CC(=O)O1)CCc1c[nH]c2ccccc12,309.37,3.49,3,1,59.16,6,N,0,4.04,4.04,NEUTRAL,0.66,1.9,5728,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2R)-2-[(E)-6-(1H-indol-3-yl)-4-oxohex-2-enyl]-2,3-dihydropyran-6-one"
CHEMBL3127200,1623823,,CC(=O)/C=C/C[C@@H]1CC=CC(=O)O1,180.2,1.39,3,0,43.37,3,Y,0,1.66,1.66,NEUTRAL,0.49,3.15,3360,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2R)-2-[(E)-4-oxopent-2-enyl]-2,3-dihydropyran-6-one"
CHEMBL3127201,1623824,,CCCCCCCCCCCCCCCCCC(=O)/C=C/C[C@H]1CC=CC(=O)O1,404.64,7.64,3,0,43.37,19,N,1,9.03,9.03,NEUTRAL,0.13,1.62,4320,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2S)-2-[(E)-4-oxohenicos-2-enyl]-2,3-dihydropyran-6-one"
CHEMBL3127202,1623825,,CCCCCCCCCCCCCCCCCCCC(=O)/C=C/C[C@H]1CC=CC(=O)O1,432.69,8.42,3,0,43.37,21,N,1,9.92,9.92,NEUTRAL,0.1,1.52,3120,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2S)-2-[(E)-4-oxotricos-2-enyl]-2,3-dihydropyran-6-one"
CHEMBL3127203,1623826,,CCCCCCCC/C=C\CCCCCCCC(=O)/C=C/C[C@H]1CC=CC(=O)O1,402.62,7.41,3,0,43.37,18,N,1,8.67,8.67,NEUTRAL,0.1,1.92,2700,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2S)-2-[(2E,12Z)-4-oxohenicosa-2,12-dienyl]-2,3-dihydropyran-6-one"
CHEMBL3127455,1624080,,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@@H]5OC(c6ccccc6)=NN5C(C)=O)[C@@]4(C)CC[C@@H]32)C1,504.67,6.06,5,0,68.2,3,N,2,5.35,5.35,NEUTRAL,0.37,1.26,,,,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"[(3S,8S,9S,10R,13S,14S,17S)-17-[(2S)-3-acetyl-5-phenyl-2H-1,3,4-oxadiazol-2-yl]-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl] acetate"
CHEMBL3127456,1624081,,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2c1nnc(-c2ccccc2)o1,418.58,6.14,4,1,59.15,2,N,1,4.58,4.58,NEUTRAL,0.59,1.36,,,,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(3S,8S,9S,10R,13S,14S,17S)-10,13-dimethyl-17-(5-phenyl-1,3,4-oxadiazol-2-yl)-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol"
